Facility Name,Location Type,Operator,Status,Open,Hours of Operation,Accessibility,Latitude,Longitude
"South Jamaica Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.695619,-73.790213
Colucci Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.85247,-73.8347
"Ravenswood Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: Closed 
Saturday: Closed",,40.760688,-73.936405
Washington Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.673,-73.9846
El Shabazz Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,40.68269,-73.9307
Fresh Meadows Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.73445,-73.7962
Baisley Pond Park Zone 3,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.67779,-73.7841
"Wakefield Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.891093,-73.859583
Police Officer Nicholas Demutiis Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.68184,-73.8397
Evelyn's Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.73631,-73.9896
Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.88114,-73.9008
Riverbend Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.87191,-73.906
Space Time Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.8221,-73.8599
Captain Mario Fajardo Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.7435,-73.8148
Strawberry Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.70971,-73.9559
Triassic Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.73001,-73.8351
"Seward Park Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 8:00 pm 
Tuesday: 10:00 am - 8:00 pm 
Wednesday: 10:00 am - 8:00 pm  
Thursday: 10:00 am - 8:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.714418,-73.988502
Fort Washington Park Zone 4,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.86846,-73.9313
Yolanda García Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.82289,-73.9139
Park Of The Americas,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.74895,-73.8618
"Flushing Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 8:00 pm 
Tuesday: 10:00 am - 8:00 pm 
Wednesday: 10:00 am - 8:00 pm 
Thursday: 10:00 am - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.757782,-73.828886
Dinosaur Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.79667,-73.9752
Behagen Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.82553,-73.901
"Washington Irving Library, BPL",Library,BPL,Operational,Year Round,,Fully Accessible,40.697503,-73.912202
"Leonard Library, BPL",Library,BPL,Closed for Construction,Year Round,,Partially Accessible,40.713653,-73.947937
"Kings Highway Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	1 pm - 5 pm",Fully Accessible,40.610265,-73.953107
Classic Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.78373,-73.9864
Grady Playground,Park,NYC Parks,Not Operational,,,Not Accessible,40.58254,-73.9644
Vleigh Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.72986,-73.8162
Galapo Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.5979,-73.9468
Adventure Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.8368,-73.9366
Dyckman Street Marina,Park,NYC Parks Concessionaire,Operational,Seasonal,9:00am-5:00pm,Fully Accessible,40.868615,-73.932281
Willow Lake Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.7225,-73.8371
St Nicholas,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.81564,-73.949
Major Deegan So. Gas Station,Park,NYC Parks Concessionaire,Operational,Year Round,24 Hours,Fully Accessible,40.894936,-73.88258
Frederick Johnson Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.82467,-73.9348
College Point Blvd Soccer Fields,Park,NYC Parks,Not Operational,,,Fully Accessible,40.75101,-73.8338
Washington Hall Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.69542,-73.9666
Rochdale Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.67412,-73.7744
Juniper Valley Park Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.71876,-73.8846
Jackson Pond Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.70111,-73.843
Catbird Playground,Park,NYC Parks,Not Operational,,,Fully Accessible,40.77358,-73.945
Teardrop Park - Solaire Building,Park,Battery Park City Authority,Operational,Year Round,,,40.716911,-74.016184
Nicholas Naquan Heyward Jr. Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.68469,-73.9878
"Soundview Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Partially Accessible,40.818718,-73.862891
Haffen Park Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.87354,-73.8393
"Bay Terrace Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed
Monday: 10:00 am - 6:00 pm
Tuesday: 1:00 pm - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 12:00 pm - 8:00 pm
Friday: 10:00 am - 6:00 pm
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.782532,-73.777012
"Richmond Hill Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.700806,-73.831644
